vin,model,primary_failed_part_capital,primary_failed_part,part_family,mileage_bucket,age_bucket,date,manufacturing_date,model_year,telematics_timestamp,dtc_code,dtc_subsystem,dtc_severity,dtc_recommendation,dtc_explanation,dtc_timestamp,claims_count,repairs_count,recalls_count,predicted_claim_prob,supplier_name,supplier_id,supplier_quality_score,defect_rate,failure_description,current_lat,current_lon,city,dealer_name,dealer_lat,dealer_lon,dealer_distance_km,customer_email,customer_mobile,battery_soc,battery_voltage,battery_temperature,battery_health_status,battery_charge_cycles,battery_degradation_pct,engine_rpm,coolant_temperature,water_pump_speed,oil_pressure,engine_load,engine_health_status,brake_pressure,brake_pad_wear_pct,brake_fluid_level,brake_torque,brake_health_status,ambient_temperature,vehicle_speed,anomaly_type,anomaly_timestamp,anomaly_severity,anomaly_description,anomaly_icon
1N4AZMA1900262,Leaf,Torque Converter,Torque Converter,Transmission,0-10k,<1yr,2025-02-22,2024-05-22,2024,2025-02-22 15:48:51,,,,,,,0,0,0,0.0486,Aisin AW North America,4FC24710,80,0.2,No failure detected,29.724724,-95.33953,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,5.55,bijus.digital.world@gmail.com,+91 9380636750,79.6,323.0,24.8,Critical,521,7.7,700,201.8,1365,46.9,28.9,Normal,28.0,11.8,Normal,109.0,Normal,90.2,10,,,,,
1N4AZMB1500263,Leaf,Brake Caliper,Brake Caliper,Brakes,10-30k,3-5yr,2025-02-03,2020-12-03,2020,2025-02-03 12:04:34,,,,,,,0,0,0,0.0853,Brembo North America,D984E5F8,95,0.05,No failure detected,39.870618,-75.237452,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,13.7,bijus.digital.world@gmail.com,+91 9380636750,82.6,323.4,9.0,Critical,835,8.5,701,189.0,1602,40.2,15.7,Normal,29.3,15.5,Normal,116.3,Normal,71.0,15,,,,,
1N4AANJ1700264,Sentra,Brake Caliper,Brake Caliper,Brakes,0-10k,<1yr,2025-06-27,2025-01-27,2025,2025-06-27 15:39:39,,,,,,,0,0,0,0.0341,Brembo North America,D984E5F8,95,0.05,No failure detected,36.248999,-115.121061,"Las Vegas, NV",United Nissan,36.1799,-115.1298,7.73,bijus.digital.world@gmail.com,+91 9380636750,92.2,11.7,14.8,Critical,1474,8.7,711,191.4,1720,40.0,15.0,Normal,30.2,23.9,Normal,111.5,Normal,96.4,35,,,,,
1N4BGNK1700265,Ariya,Clutch,Clutch,Transmission,10-30k,1-3yr,2025-01-25,2023-08-25,2023,2025-01-25 02:45:23,,,,,,,0,0,0,0.0106,JATCO North America,BD01AAB5,88,0.12,No failure detected,39.790191,-104.902192,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,9.79,bijus.digital.world@gmail.com,+91 9380636750,88.5,346.1,21.2,Normal,184,10.0,804,192.4,1467,38.6,19.0,Normal,32.0,27.6,Normal,105.5,Normal,69.7,5,,,,,
1N4AARD1900266,Sentra,Spare Tire,Spare Tire,Tires,0-10k,<1yr,2025-06-26,2024-10-26,2024,2025-06-26 01:51:31,,,,,,,0,0,0,0.0664,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,33.725036,-84.449622,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,8.8,bijus.digital.world@gmail.com,+91 9380636750,73.3,11.7,17.7,Critical,164,13.8,862,197.9,1411,37.9,15.3,Normal,31.4,28.1,Normal,107.3,Normal,79.3,0,,,,,
1N4AZRJ1300267,Leaf,Gearbox,Gearbox,Transmission,10-30k,1-3yr,2025-03-28,2022-11-28,2022,2025-03-28 17:03:11,,,,,,,0,0,0,0.0649,ZF Friedrichshafen NA,67A49191,72,0.28,No failure detected,33.995804,-118.210186,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,7.82,bijus.digital.world@gmail.com,+91 9380636750,69.9,336.1,21.8,Normal,1230,5.5,704,192.7,1676,37.4,24.4,Normal,32.0,22.0,Normal,106.8,Normal,75.0,0,,,,,
1N4AANB1500268,Sentra,Front Tire,Front Tire,Tires,30-60k,5+yr,2025-01-21,2018-01-02,2018,2025-01-21 08:16:11,,,,,,,0,0,0,0.4177,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,39.710011,-105.01012,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,5.47,bijus.digital.world@gmail.com,+91 9380636750,76.9,12.4,23.8,Normal,1520,5.1,870,193.8,1793,38.5,29.3,Normal,28.8,28.6,Normal,100.6,Normal,67.9,10,,,,,
1N4AZMD1500269,Leaf,12V Battery,12V Battery,Battery,10-30k,3-5yr,2025-03-09,2022-03-09,2022,2025-03-09 09:27:00,,,,,,,0,0,0,0.0762,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,37.723729,-122.378139,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,7.63,bijus.digital.world@gmail.com,+91 9380636750,72.2,316.2,16.9,Critical,905,6.8,745,189.9,1637,37.7,16.5,Normal,31.7,11.6,Normal,101.7,Normal,71.1,15,,,,,
1N4AZNJ1800270,Leaf,Clutch,Clutch,Transmission,10-30k,<1yr,2025-05-01,2025-01-01,2025,2025-05-01 01:19:00,,,,,,,0,0,0,0.0313,JATCO North America,BD01AAB5,88,0.12,No failure detected,29.711391,-95.378088,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,6.86,bijus.digital.world@gmail.com,+91 9380636750,72.1,355.0,24.3,Normal,213,11.8,730,189.8,1395,44.1,27.7,Normal,28.0,26.6,Normal,119.3,Normal,68.7,10,,,,,
1N4AZNK1000271,Leaf,Brake Rotor,Brake Rotor,Brakes,10-30k,1-3yr,2025-03-11,2023-02-11,2023,2025-03-11 23:31:39,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-03-11 23:31:39,0,1,0,0.01,Brembo North America,D984E5F8,95,0.05,Pad material decomposition from excessive heat,45.552497,-122.763085,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,10.94,bijus.digital.world@gmail.com,+91 9380636750,54.9,303.7,37.9,Critical,1990,1.8,1058,204.7,1055,38.5,31.3,Warning,27.8,87.9,Low,108.1,Critical,50.0,0,DTC logged,2025-03-11 23:31:39,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4BGNB1800272,Ariya,Battery Cable,Battery Cable,Battery,30-60k,1-3yr,2025-02-28,2023-01-28,2023,2025-02-28 22:42:14,,,,,,,0,0,0,0.0905,Envision AESC,BA98DA71,75,0.25,No failure detected,49.196214,-123.077457,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,11.33,bijus.digital.world@gmail.com,+91 9380636750,83.5,300.0,23.9,Critical,207,13.7,707,202.9,1466,36.7,20.8,Normal,32.0,15.4,Normal,110.8,Normal,58.8,0,,,,,
1N4AARD1100273,Sentra,Brake Rotor,Brake Rotor,Brakes,30-60k,5+yr,2025-03-18,2020-03-18,2020,2025-03-18 09:02:55,C1203,Brakes,LOW,Inspect brake system and ABS module,The Brakes system has detected a fault requiring diagnostic attention.,2025-03-18 09:02:55,1,0,0,0.0653,Akebono Brake Corporation,4AC396F1,82,0.18,Hydraulic fluid contamination,47.617732,-122.365433,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,4.81,bijus.digital.world@gmail.com,+91 9380636750,62.5,11.2,33.3,Critical,297,5.9,723,202.5,1266,36.9,28.3,Warning,27.7,88.2,Low,108.3,Critical,90.6,20,DTC logged,2025-03-18 09:02:55,INFO,Diagnostic trouble code C1203 detected,wrench
1N4BGPA1200274,Ariya,Brake Caliper,Brake Caliper,Brakes,10-30k,3-5yr,2025-05-29,2020-11-29,2020,2025-05-29 04:15:56,,,,,,,0,0,0,0.0892,Continental Automotive Systems,14B23416,78,0.22,No failure detected,45.547646,-73.514147,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,6.23,bijus.digital.world@gmail.com,+91 9380636750,75.4,351.5,24.8,Normal,1346,0.8,656,210.0,1591,46.1,25.2,Normal,32.0,29.5,Normal,103.6,Normal,56.4,25,,,,,
1N4AZPD1600275,Leaf,12V Battery,12V Battery,Battery,30-60k,3-5yr,2025-06-21,2020-07-21,2020,2025-06-21 11:30:02,,,,,,,0,0,0,0.0438,LG Energy Solution,A1D0557A,92,0.08,No failure detected,33.481193,-112.070396,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,2.63,bijus.digital.world@gmail.com,+91 9380636750,59.0,347.3,22.8,Normal,1452,8.5,878,199.6,1641,45.7,20.0,Normal,31.1,22.9,Normal,111.2,Normal,85.5,0,,,,,
1N4BGRB1600276,Ariya,Brake Pad,Brake Pad,Brakes,30-60k,3-5yr,2025-05-30,2022-05-30,2022,2025-05-30 02:25:51,,,,,,,0,0,0,0.5043,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,43.564191,-79.368605,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,11.0,bijus.digital.world@gmail.com,+91 9380636750,69.0,388.9,24.5,Normal,1081,0.5,754,183.3,1496,44.6,19.8,Normal,29.0,24.9,Normal,116.0,Normal,70.4,15,,,,,
1N4AARK1600277,Sentra,Brake Rotor,Brake Rotor,Brakes,10-30k,1-3yr,2025-01-16,2022-12-16,2022,2025-01-16 00:45:14,,,,,,,0,0,0,0.0122,Continental Automotive Systems,14B23416,78,0.22,No failure detected,45.560078,-73.51721,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,6.97,bijus.digital.world@gmail.com,+91 9380636750,73.9,13.1,19.4,Normal,1578,1.4,722,210.0,1221,44.5,22.7,Normal,29.4,18.1,Normal,113.2,Normal,54.5,20,,,,,
1N4AARF1600278,Sentra,Clutch,Clutch,Transmission,0-10k,3-5yr,2025-05-12,2022-05-12,2022,2025-05-12 05:13:46,,,,,,,0,0,0,0.01,ZF Friedrichshafen NA,67A49191,72,0.28,No failure detected,45.576461,-122.621283,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,7.73,bijus.digital.world@gmail.com,+91 9380636750,90.7,12.1,19.2,Critical,1272,2.9,850,186.2,1537,39.7,21.3,Normal,28.0,13.3,Normal,114.6,Normal,81.9,0,,,,,
1N4BGMF1000279,Ariya,Torque Converter,Torque Converter,Transmission,0-10k,<1yr,2025-03-28,2024-09-28,2024,2025-03-28 08:59:19,,,,,,,0,0,0,0.0187,ZF Friedrichshafen NA,67A49191,72,0.28,No failure detected,32.862466,-96.802766,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,8.59,bijus.digital.world@gmail.com,+91 9380636750,71.5,369.5,17.9,Normal,1815,10.8,824,180.0,1404,40.0,10.6,Normal,28.0,18.9,Normal,111.6,Normal,70.4,0,,,,,
1N4AZNA1100280,Leaf,Rear Tire,Rear Tire,Tires,0-10k,<1yr,2025-01-12,2024-11-12,2024,2025-01-12 05:27:19,,,,,,,0,0,0,0.07,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,36.24017,-115.095115,"Las Vegas, NV",United Nissan,36.1799,-115.1298,7.72,bijus.digital.world@gmail.com,+91 9380636750,100.0,341.6,11.2,Normal,715,0.0,675,183.5,1327,34.1,28.1,Normal,28.0,20.5,Normal,110.3,Normal,100.0,5,,,,,
1N4AZMA1300281,Leaf,Battery Cable,Battery Cable,Battery,30-60k,5+yr,2025-05-27,2018-04-27,2018,2025-05-27 16:44:46,B1235,Body,CRITICAL,Replace hybrid battery pack,The Battery system has detected a fault requiring diagnostic attention.,2025-05-27 16:44:46,1,0,0,0.1383,Envision AESC,BA98DA71,75,0.25,Cell degradation due to thermal stress,32.691295,-96.739342,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,11.84,bijus.digital.world@gmail.com,+91 9380636750,50.9,300.8,30.1,Critical,914,14.0,1182,188.3,1304,44.1,29.0,Warning,28.2,67.4,Normal,103.1,Warning,81.4,0,DTC logged,2025-05-27 16:44:46,WARNING,Diagnostic trouble code B1235 detected,wrench
1N4BGNB1700282,Ariya,Torque Converter,Torque Converter,Transmission,10-30k,3-5yr,2025-06-17,2021-06-17,2021,2025-06-17 16:48:55,,,,,,,0,0,0,0.0637,JATCO North America,BD01AAB5,88,0.12,No failure detected,40.698386,-73.989604,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,3.99,bijus.digital.world@gmail.com,+91 9380636750,77.8,346.9,26.1,Normal,1233,6.4,749,190.8,1620,43.7,12.9,Normal,30.6,25.7,Normal,114.8,Normal,75.4,10,,,,,
1N4BGNK1700283,Ariya,12V Battery,12V Battery,Battery,0-10k,1-3yr,2025-03-30,2022-04-30,2022,2025-03-30 09:27:26,,,,,,,0,0,0,0.0115,Envision AESC,BA98DA71,75,0.25,No failure detected,43.615723,-79.3432,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,6.23,bijus.digital.world@gmail.com,+91 9380636750,62.9,310.6,25.9,Critical,862,14.7,888,206.5,1780,33.6,16.9,Normal,31.4,21.8,Normal,102.5,Normal,66.2,10,,,,,
1N4AZMF1200284,Leaf,Front Tire,Front Tire,Tires,10-30k,<1yr,2025-06-18,2024-09-18,2024,2025-06-18 15:16:58,,,,,,,0,0,0,0.0883,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,25.733232,-80.16225,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,4.79,bijus.digital.world@gmail.com,+91 9380636750,69.2,362.1,18.2,Normal,1791,10.2,888,201.0,1292,34.7,12.8,Normal,32.0,28.6,Normal,114.2,Normal,76.0,10,,,,,
1N4BGNB1700285,Ariya,Torque Converter,Torque Converter,Transmission,60k+,5+yr,2025-04-21,2018-02-24,2018,2025-04-21 12:09:56,,,,,,,0,0,0,0.1643,Aisin AW North America,4FC24710,80,0.2,No failure detected,49.278916,-123.066466,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,5.14,bijus.digital.world@gmail.com,+91 9380636750,60.4,361.8,25.7,Normal,1916,11.4,861,181.9,1622,41.6,26.4,Normal,31.2,24.1,Normal,110.6,Normal,53.2,0,,,,,
1N4AANF1300286,Sentra,12V Battery,12V Battery,Battery,0-10k,3-5yr,2025-02-27,2021-12-27,2021,2025-02-27 01:30:57,,,,,,,0,0,0,0.0515,LG Energy Solution,A1D0557A,92,0.08,No failure detected,37.797603,-122.375076,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,4.06,bijus.digital.world@gmail.com,+91 9380636750,75.7,11.4,16.1,Critical,628,4.6,874,210.0,1246,37.2,13.6,Normal,28.0,22.1,Normal,109.9,Normal,65.8,20,,,,,
1N4AAPF1500287,Sentra,Front Tire,Front Tire,Tires,30-60k,5+yr,2025-01-29,2020-01-29,2020,2025-01-29 12:41:00,C1710,Brakes,LOW,Inspect Front Tire and related systems,The Tires system has detected a fault requiring diagnostic attention.,2025-01-29 12:41:00,1,0,0,0.4427,Goodyear Tire & Rubber,819C1E2D,85,0.15,Sidewall cracking from UV exposure,33.984272,-118.208385,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,9.09,bijus.digital.world@gmail.com,+91 9380636750,64.4,11.2,25.8,Critical,171,5.7,768,206.2,1169,45.0,38.9,Warning,30.9,55.4,Normal,100.3,Warning,91.4,0,DTC logged,2025-01-29 12:41:00,INFO,Diagnostic trouble code C1710 detected,wrench
1N4AZRJ1400288,Leaf,Brake Rotor,Brake Rotor,Brakes,30-60k,5+yr,2025-05-02,2020-05-02,2020,2025-05-02 12:34:11,,,,,,,0,0,0,0.0791,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,33.836387,-84.298631,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,12.3,bijus.digital.world@gmail.com,+91 9380636750,83.3,374.1,25.7,Normal,673,15.0,745,192.3,1680,44.9,24.2,Normal,29.7,13.2,Normal,118.2,Normal,44.1,0,,,,,
1N4AARF1700289,Sentra,Front Tire,Front Tire,Tires,10-30k,3-5yr,2025-05-01,2022-05-01,2022,2025-05-01 00:57:01,,,,,,,0,0,0,0.1425,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,42.365686,-70.982684,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,7.37,bijus.digital.world@gmail.com,+91 9380636750,83.9,12.0,18.7,Critical,493,2.8,892,199.9,1351,42.1,27.6,Normal,28.5,16.9,Normal,119.8,Normal,58.5,10,,,,,
1N4AARB1300290,Sentra,Battery Cable,Battery Cable,Battery,30-60k,3-5yr,2025-02-02,2021-01-02,2021,2025-02-02 04:22:04,P0A7F,Battery,CRITICAL,Replace hybrid battery pack,The hybrid battery pack has deteriorated beyond acceptable limits.,2025-02-02 04:22:04,1,1,0,0.1052,Envision AESC,BA98DA71,75,0.25,Cell degradation due to thermal stress,43.724732,-79.415993,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,8.32,bijus.digital.world@gmail.com,+91 9380636750,58.6,11.2,38.1,Critical,1838,1.3,1134,213.3,1239,48.0,38.8,Warning,30.3,53.6,Normal,103.7,Warning,79.7,0,DTC logged,2025-02-02 04:22:04,WARNING,Diagnostic trouble code P0A7F detected,wrench
1N4AAMB1900291,Sentra,HV Battery,HV Battery,Battery,0-10k,<1yr,2025-02-07,2024-03-07,2024,2025-02-07 19:46:54,,,,,,,0,0,0,0.2347,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,43.60311,-79.36284,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,6.77,bijus.digital.world@gmail.com,+91 9380636750,64.8,12.9,12.7,Normal,1071,0.3,706,205.2,1343,34.7,25.6,Normal,30.5,26.6,Normal,105.8,Normal,72.0,0,,,,,
1N4AAND1900292,Sentra,Rear Tire,Rear Tire,Tires,10-30k,1-3yr,2025-05-01,2023-06-01,2023,2025-05-01 19:15:03,,,,,,,0,0,0,0.109,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,40.040708,-75.130786,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,9.08,bijus.digital.world@gmail.com,+91 9380636750,88.4,12.7,24.3,Normal,330,11.7,860,200.1,1295,42.4,11.8,Normal,31.1,27.0,Normal,109.6,Normal,74.6,5,,,,,
1N4AZRA1600293,Leaf,Brake Rotor,Brake Rotor,Brakes,10-30k,3-5yr,2025-06-15,2021-01-15,2021,2025-06-15 17:31:00,,,,,,,0,0,0,0.0508,Continental Automotive Systems,14B23416,78,0.22,No failure detected,36.081071,-115.144124,"Las Vegas, NV",United Nissan,36.1799,-115.1298,11.08,bijus.digital.world@gmail.com,+91 9380636750,68.3,351.7,17.3,Normal,1663,2.3,835,182.8,1796,37.3,21.4,Normal,32.0,17.8,Normal,110.8,Normal,85.3,0,,,,,
1N4BGMJ1300294,Ariya,Front Tire,Front Tire,Tires,10-30k,<1yr,2025-05-13,2024-09-13,2024,2025-05-13 00:04:32,,,,,,,0,0,0,0.0986,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,42.442623,-70.974936,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,11.5,bijus.digital.world@gmail.com,+91 9380636750,59.2,383.9,21.1,Normal,326,0.5,731,181.4,1617,45.2,25.2,Normal,29.5,19.8,Normal,106.0,Normal,100.0,0,,,,,
1N4BGPA1500295,Ariya,Spare Tire,Spare Tire,Tires,10-30k,3-5yr,2025-03-03,2021-09-03,2021,2025-03-03 01:36:20,,,,,,,0,0,0,0.0762,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,33.743054,-84.418991,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,4.88,bijus.digital.world@gmail.com,+91 9380636750,80.5,333.1,27.5,Normal,523,7.3,656,180.0,1211,35.5,21.7,Normal,31.8,12.9,Normal,114.1,Normal,100.0,25,,,,,
1N4AZMK1100296,Leaf,Brake Rotor,Brake Rotor,Brakes,10-30k,1-3yr,2025-04-27,2023-03-27,2023,2025-04-27 21:41:36,,,,,,,0,0,0,0.0453,Brembo North America,D984E5F8,95,0.05,No failure detected,37.813639,-122.408229,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,3.19,bijus.digital.world@gmail.com,+91 9380636750,75.2,350.5,14.1,Normal,563,0.1,852,202.4,1272,37.5,12.5,Normal,29.8,19.5,Normal,107.6,Normal,60.2,30,,,,,
1N4AZMA1700297,Leaf,Rear Tire,Rear Tire,Tires,30-60k,3-5yr,2025-01-17,2022-01-17,2022,2025-01-17 22:57:17,,,,,,,0,0,0,0.2111,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,39.655416,-105.022372,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,11.41,bijus.digital.world@gmail.com,+91 9380636750,87.8,343.9,27.7,Normal,131,2.3,871,188.0,1236,39.7,23.5,Normal,32.0,15.7,Normal,117.1,Normal,78.1,0,,,,,
1N4AAMJ1500298,Sentra,Rear Tire,Rear Tire,Tires,30-60k,3-5yr,2025-03-03,2022-03-03,2022,2025-03-03 03:02:45,,,,,,,0,0,0,0.2188,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,33.373265,-112.087694,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,9.81,bijus.digital.world@gmail.com,+91 9380636750,100.0,12.2,26.7,Normal,1019,12.4,778,210.0,1702,40.9,17.0,Normal,28.0,28.4,Normal,112.4,Normal,55.9,0,,,,,
1N4AZNJ1900299,Leaf,Clutch,Clutch,Transmission,0-10k,<1yr,2025-04-21,2024-10-21,2024,2025-04-21 03:23:02,P0700,Transmission,CRITICAL,Inspect transmission fluid and transmission control module,Transmission control system has detected a malfunction.,2025-04-21 03:23:02,0,1,0,0.01,JATCO North America,BD01AAB5,88,0.12,Gear synchronizer wear,40.639647,-74.071946,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,11.12,bijus.digital.world@gmail.com,+91 9380636750,40.0,313.9,31.8,Critical,1250,10.2,785,197.9,1247,34.0,21.1,Warning,31.5,65.1,Normal,109.8,Warning,60.8,0,DTC logged,2025-04-21 03:23:02,WARNING,Diagnostic trouble code P0700 detected,wrench
1N4AZRF1900300,Leaf,Torque Converter,Torque Converter,Transmission,0-10k,<1yr,2025-05-28,2024-11-28,2024,2025-05-28 19:11:18,,,,,,,0,0,0,0.0367,JATCO North America,BD01AAB5,88,0.12,No failure detected,39.966654,-75.103759,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,5.73,bijus.digital.world@gmail.com,+91 9380636750,82.0,358.9,19.2,Normal,1773,9.0,822,210.0,1465,38.8,27.3,Normal,28.7,11.3,Normal,105.1,Normal,68.0,15,,,,,
1N4AZNK1900301,Leaf,Gearbox,Gearbox,Transmission,0-10k,1-3yr,2025-03-19,2023-02-19,2023,2025-03-19 22:50:22,,,,,,,0,0,0,0.0408,JATCO North America,BD01AAB5,88,0.12,No failure detected,47.549804,-122.280568,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,8.69,bijus.digital.world@gmail.com,+91 9380636750,28.1,376.4,25.4,Critical,1669,14.6,825,191.6,1202,38.5,21.9,Normal,30.5,20.0,Normal,106.2,Normal,50.1,5,,,,,
1N4AZRB1500302,Leaf,Battery Cable,Battery Cable,Battery,60k+,5+yr,2025-04-22,2018-07-01,2018,2025-04-22 05:02:05,,,,,,,0,0,0,0.1697,LG Energy Solution,A1D0557A,92,0.08,No failure detected,45.446732,-122.671914,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,8.72,bijus.digital.world@gmail.com,+91 9380636750,66.7,336.8,17.5,Normal,724,8.1,696,193.8,1687,34.8,12.2,Normal,28.0,25.4,Normal,120.0,Normal,94.0,0,,,,,
1N4AZPB1800303,Leaf,Brake Caliper,Brake Caliper,Brakes,10-30k,1-3yr,2025-03-18,2022-04-18,2022,2025-03-18 09:29:42,,,,,,,0,0,0,0.0948,Brembo North America,D984E5F8,95,0.05,No failure detected,36.13026,-115.105025,"Las Vegas, NV",United Nissan,36.1799,-115.1298,6.16,bijus.digital.world@gmail.com,+91 9380636750,76.6,339.6,15.5,Normal,299,3.1,848,195.6,1781,38.5,12.6,Normal,29.8,24.6,Normal,116.5,Normal,73.0,20,,,,,
1N4AAMB1000304,Sentra,Rear Tire,Rear Tire,Tires,60k+,<1yr,2025-05-05,2024-12-05,2024,2025-05-05 21:13:21,,,,,,,0,0,0,0.1763,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,43.636623,-79.446623,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,8.67,bijus.digital.world@gmail.com,+91 9380636750,81.7,12.5,12.7,Normal,603,4.1,689,192.7,1589,43.8,27.5,Normal,30.3,13.3,Normal,100.2,Normal,60.8,0,,,,,
1N4BGRA1100305,Ariya,Brake Caliper,Brake Caliper,Brakes,30-60k,1-3yr,2025-05-13,2024-01-13,2024,2025-05-13 09:02:20,,,,,,,0,0,0,0.0821,Brembo North America,D984E5F8,95,0.05,No failure detected,39.736317,-104.969399,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,1.87,bijus.digital.world@gmail.com,+91 9380636750,88.3,347.7,28.8,Normal,554,14.5,853,194.5,1695,41.9,21.8,Normal,29.2,11.2,Normal,103.8,Normal,77.1,0,,,,,
1N4AAMA1600306,Sentra,12V Battery,12V Battery,Battery,30-60k,1-3yr,2025-03-18,2023-09-18,2023,2025-03-18 03:14:00,,,,,,,0,0,0,0.0609,LG Energy Solution,A1D0557A,92,0.08,No failure detected,33.444796,-112.131658,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,7.66,bijus.digital.world@gmail.com,+91 9380636750,98.3,12.2,23.8,Normal,1095,8.8,667,188.1,1429,42.2,21.5,Normal,29.4,27.8,Normal,109.4,Normal,81.9,10,,,,,
1N4AZRK1300307,Leaf,Clutch,Clutch,Transmission,0-10k,<1yr,2025-02-23,2025-01-23,2025,2025-02-23 02:49:30,,,,,,,0,0,0,0.01,JATCO North America,BD01AAB5,88,0.12,No failure detected,36.147197,-115.141241,"Las Vegas, NV",United Nissan,36.1799,-115.1298,3.85,bijus.digital.world@gmail.com,+91 9380636750,83.5,368.3,22.5,Normal,830,9.2,883,185.1,1475,30.0,19.7,Normal,32.0,28.3,Normal,106.6,Normal,57.4,0,,,,,
1N4AAPJ1300308,Sentra,Spare Tire,Spare Tire,Tires,10-30k,1-3yr,2025-02-16,2022-03-16,2022,2025-02-16 08:06:09,,,,,,,0,0,0,0.0886,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,42.321541,-71.089711,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,7.04,bijus.digital.world@gmail.com,+91 9380636750,86.2,11.7,21.4,Critical,1641,0.2,666,204.5,1754,43.9,21.5,Normal,29.1,12.8,Normal,102.1,Normal,59.8,20,,,,,
1N4BGNK1300309,Ariya,Brake Caliper,Brake Caliper,Brakes,10-30k,1-3yr,2025-05-29,2024-02-29,2024,2025-05-29 21:16:52,,,,,,,0,0,0,0.0212,Brembo North America,D984E5F8,95,0.05,No failure detected,39.937285,-75.251867,"Philadelphia, PA",Philly Metro Nissan,39.9626,-75.1552,11.09,bijus.digital.world@gmail.com,+91 9380636750,55.0,334.6,24.8,Normal,707,4.6,659,199.3,1251,38.6,11.4,Normal,28.0,15.1,Normal,114.9,Normal,54.0,15,,,,,
1N4AZRD1400310,Leaf,Brake Caliper,Brake Caliper,Brakes,10-30k,1-3yr,2025-06-18,2023-05-18,2023,2025-06-18 03:27:44,,,,,,,0,0,0,0.0731,Continental Automotive Systems,14B23416,78,0.22,No failure detected,41.920262,-87.655926,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,5.37,bijus.digital.world@gmail.com,+91 9380636750,81.3,317.4,28.9,Critical,824,0.6,831,190.4,1435,41.8,11.0,Normal,29.5,15.7,Normal,103.2,Normal,52.3,10,,,,,
